1,75.0,903.1839249134064,39.0,511.0465018749237,51.0,7.333333333333333,24.333333333333332,75.0,39.0
2,75.0,903.1839249134064,50.0,526.2512218952179,25.3125,4.0,10.1875,50.0,3.0
3,75.0,903.1839249134064,51.0,625.7755937576294,35.875,5.625,16.75,51.0,12.0
4,75.0,903.1839249134064,62.0,719.5997257232666,36.5625,5.75,15.875,62.0,3.0
5,88.0,1642.2298030853271,80.0,1428.0163538455963,52.8125,8.1875,26.8125,88.0,3.0
6,88.0,1642.2298030853271,80.0,1428.0163538455963,35.625,5.5,15.0,74.0,3.0
7,88.0,1642.2298030853271,80.0,1428.0163538455963,36.25,6.375,16.25,39.0,29.0
8,88.0,1642.2298030853271,80.0,1428.0163538455963,36.8125,5.5625,13.625,62.0,3.0
9,88.0,1642.2298030853271,80.0,1428.0163538455963,41.25,6.25,14.625,75.0,20.0
10,42.0,509.8028151988983,42.0,430.39151310920715,38.125,6.75,16.125,42.0,27.0
11,58.0,726.9527440071106,39.0,570.3983194828033,35.625,5.625,16.9375,58.0,3.0
12,50.0,676.7373514175415,41.0,576.2081761360168,31.875,5.3125,16.375,50.0,3.0
13,63.0,1005.0389995574951,50.0,621.8506300449371,32.125,5.125,13.6875,63.0,17.0
14,89.0,1251.1807522773743,63.0,1005.0389995574951,37.25,5.5,16.8125,89.0,3.0
15,89.0,1251.1807522773743,63.0,1005.0389995574951,37.0,6.375,17.0625,63.0,13.0
16,89.0,1251.1807522773743,77.0,922.8186748027802,37.3125,5.6875,17.8125,77.0,13.0
17,89.0,1251.1807522773743,77.0,922.8186748027802,33.5625,4.4375,14.8125,74.0,3.0
18,89.0,1251.1807522773743,77.0,922.8186748027802,22.4375,3.1875,10.125,63.0,3.0
19,89.0,1251.1807522773743,78.0,895.0484826564789,22.8125,1.9375,7.4375,78.0,3.0
20,94.0,1413.7002549171448,89.0,1251.1807522773743,38.625,4.4375,16.4375,94.0,3.0
21,94.0,1413.7002549171448,92.0,1387.4394345283508,17.8125,1.3125,6.9375,92.0,3.0
22,94.0,1413.7002549171448,92.0,1387.4394345283508,30.1875,2.9375,12.4375,83.0,3.0
23,94.0,1413.7002549171448,92.0,1387.4394345283508,31.25,3.1875,13.375,80.0,3.0
24,94.0,1413.7002549171448,92.0,1387.4394345283508,39.1875,4.375,16.6875,78.0,14.0
25,94.0,1413.7002549171448,92.0,1387.4394345283508,41.375,5.25,21.75,88.0,27.0
26,94.0,1413.7002549171448,92.0,1387.4394345283508,38.125,4.9375,16.3125,77.0,21.0
27,94.0,1413.7002549171448,92.0,1387.4394345283508,31.1875,3.875,11.75,39.0,27.0
28,94.0,1413.7002549171448,92.0,1387.4394345283508,37.1875,4.75,14.875,74.0,14.0
29,94.0,1413.7002549171448,92.0,1387.4394345283508,49.0,6.375,20.75,91.0,27.0
30,94.0,1413.7002549171448,92.0,1387.4394345283508,43.625,5.5,17.4375,86.0,27.0
31,94.0,1413.7002549171448,92.0,1387.4394345283508,43.5,5.0,20.625,81.0,3.0
32,97.0,1442.5732998847961,94.0,1413.7002549171448,45.125,5.5625,20.6875,97.0,27.0
33,97.0,1442.5732998847961,94.0,1413.7002549171448,37.625,4.5625,15.375,67.0,14.0
34,97.0,1442.5732998847961,94.0,1413.7002549171448,37.0,5.0625,15.25,58.0,27.0
35,97.0,1442.5732998847961,94.0,1413.7002549171448,41.3125,4.875,16.0,74.0,24.0
36,97.0,1442.5732998847961,94.0,1413.7002549171448,33.5625,4.9375,13.875,62.0,3.0
37,97.0,1442.5732998847961,94.0,1413.7002549171448,37.375,4.625,14.875,62.0,27.0
38,97.0,1442.5732998847961,94.0,1413.7002549171448,36.875,5.25,15.3125,62.0,14.0
39,97.0,1442.5732998847961,94.0,1413.7002549171448,35.9375,3.875,10.625,89.0,19.0
40,97.0,1442.5732998847961,94.0,1413.7002549171448,37.5625,4.9375,14.8125,64.0,14.0
41,97.0,1442.5732998847961,94.0,1413.7002549171448,40.75,5.25,18.3125,63.0,21.0
42,97.0,1442.5732998847961,94.0,1413.7002549171448,38.125,4.75,14.0625,75.0,27.0
